編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,資料量,下載次數,主要欄位
218,桃園市合法地政士開業名冊,380160000A 【地政局】,桃園市政府,地政局,1107,,姓名、性別、電話、傳真、證書字號、開業縣市、區市鄉鎮、開業證書字號、執照核發日期、執照有效期限、事務所名稱、事務所地址、共同執業人、不得請領開業執照、公會名稱、加入公會日期
219,桃園市取締攤販績效,380130000C 【警察局】,桃園市政府,警察局,,,"year(年度)、type(種類)、c_count(件數)、p_count(人數)
"
220,桃園市政府消防局104年昌鴻颱風天然災害人員傷亡、建物損失、重大災害財物損失報表,380320000A 【消防局】,桃園市政府,消防局,,,區域別，人員傷亡總計_人，死亡人數_男_0至未滿12歲，死亡人數_男_12至未滿18歲，死亡人數_男_18至未滿65歲，死亡人數_男_65歲以上，死亡人數_女_0至未滿12歲，死亡人數_女_12至未滿18歲，死亡人數_女_18至未滿65歲，死亡人數_女_65歲以上，失蹤人數_男_0至未滿12歲，失蹤人數_男_12至未滿18歲，失蹤人數_男_18至未滿65歲，失蹤人數_男_65歲以上，失蹤人數_女_0至未滿12歲，失蹤人數_女_12至未滿18歲，失蹤人數_女_18至未滿65歲，失蹤人數_女_65歲以上，重傷人數_男_0至未滿12歲，重傷人數_男_12至未滿18歲，重傷人數_男_18至未滿65歲，重傷人數_男_65歲以上，重傷人數_女_0至未滿12歲，重傷人數_女_12至未滿18歲，重傷人數_女_18至未滿65歲，重傷人數_女_65歲以上，輕傷人數_男_0至未滿12歲，輕傷人數_男_12至未滿18歲，輕傷人數_男_18至未滿65歲，輕傷人數_男_65歲以上，輕傷人數_女_0至未滿12歲，輕傷人數_女_12至未滿18歲，輕傷人數_女_18至未滿65歲，輕傷人數_女_65歲以上，建物損失_建物全倒_棟，建物損失_建物全倒_戶，建物損失_建物半倒_棟，建物損失_建物半倒_戶，搶救災民人數，被毀損車輛數_總計，被毀損車輛數_大型車，被毀損車輛數_小型車，被毀損車輛數_特種車，被毀損車輛數_機車，被毀損車輛數_其他，財物損失估值總計_千元，財物損失估值_建物_千元，財物損失估值_車輛_千元，財物損失估值_其他_千元
221,桃園機場航空噪音防制區,380150000I 【環境保護局】,桃園市政府,環保局,,,"防制區,區,里"
222,桃園市老人文康中心,380120000J 【社會局】,桃園市政府,社會局,,,"服務區域、中心名稱、地址、電話
"
223,職業安全衛生教育訓練機構,380240000J 【勞動局】,桃園市政府,勞動局,,,訓練單位名稱、地址、電話
224,桃園市防焰性能認證合格廠商,380320000A 【消防局】,桃園市政府,消防局,,,區域別、期底列管家數、檢查件次、上年同期檢查件次、不合格件次、上年同期不合格件次、合格件次、上年同期合格件次、複查件次、違規處理_停止核發防焰標示件次、違規處理_處罰鍰件次、違規處理_處罰鍰金額_元、罰鍰收繳件次、罰鍰收繳金額_元、強制執行件次
225,桃園市政府青年事務局  青創指揮部介紹,380420000A 【青年事務局】,桃園市政府,青年事務局,1,,"營運時間：
週一至週日08:00-21:30，春節期間及因災害停止上班日暫停開放。

網路資源平台：
一、FACEBOOK粉絲專頁【TYC UP】：https://www.facebook.com/taoyuanyouthcan/?fref=ts
二、桃園市TYC青年職涯發展及創業資源網：http://tyc.tycg.gov.tw/announcements/4

"
226,桃園市客家文化館演藝廳及視聽簡報室收費標準表,380350000A 【客家事務局】,桃園市政府,客家事務局,,,"場地別，時間，使用費平時，使用費，週末假日，	空調費，	清潔費，鋼琴	，音響反射板，單槍投影設備，外加接電費，保證金
"
227,桃園市休閒畜牧場,380270000G 【農業局】,桃園市政府,農業局,,,地址(地址)、負責人(負責人)、聯絡電話(聯絡電話)、經營種類(經營種類)、牧場面積(牧場面積)
228,105年桃園市新生兒聽力篩檢初篩及確診醫院,380140000I 【衛生局】,桃園市政府,衛生局,,,聽力篩檢及確診醫療院所名單地址與電話
229,桃園市公營市場,380170000G 【經濟發展局】,桃園市政府,經濟發展局,,,"區,市場名稱,地址
"
230,桃園市軍方管有土地使用情形面積統計表,380360000G 【都市發展局】,桃園市政府,都市發展局,,,"序號	行政區	軍方使用	非軍方使用	閒置	總計
"
231,桃園市資料開放平台使用者,380220000A 【研究發展考核委員會】,桃園市政府,研究發展考核委員會,399,,日索引、使用者(人數)
232,桃園市機車定檢站名單,380150000I 【環境保護局】,桃園市政府,環保局,,,"站號,站名,地址,電話,機車廠牌"
233,桃園市配電系統人手孔,380110000G 【工務局】,桃園市政府,工務局,,,"資料庫代碼,開關閥編號,位置X 坐標,位置Y 坐標"
234,桃園市殯葬禮儀服務業許可名冊,380020000A 【民政局】,桃園市政府,民政局,305,,"編號,商號(公司)名稱,負責人,營業所在地,電話,備註或許可日期"
235,桃園市小烏來開放水域範圍救生員平台救護站警示牌座標,380320000A 【消防局】,桃園市政府,消防局,,,WGS84經緯度座標_N、WGS84經緯度座標_E
236,桃園市身心障礙類別、向度之鑑定醫院名冊,380140000I 【衛生局】,桃園市政府,衛生局,17,,"""新制鑑定類別及向度(新制鑑定類別及向度)
相關疾病類別(相關疾病類別)
鑑定機構(17家鑑定機構)"""
237,桃園市政府地方稅務局103年度歲出決算表,380260000D 【地方稅務局】,桃園市政府,地方稅務局,14,,"名稱,預算數,決算數_實現數,決算數_應付數,決算數_保留數,決算數_合 計,比較增減數,剔除經費繳庫數"
238,桃園市高再犯危險之性侵害加害人人數統計,380130000C 【警察局】,桃園市政府,警察局,,,year(年度)、month(月份)、p_count(人數)
239,桃園市機車排放空氣污染物檢驗站,380150000I 【環境保護局】,桃園市政府,環保局,,,站號(Siteld)、站名(Sitename)、站址(Address)、電話(Telephone Number(Tel))、廠牌(Logo)
240,桃園市政府觀光旅遊局對民間團體補(捐)助經費資料,380300000H 【觀光旅遊局】,桃園市政府,觀光旅遊局,,,"工作計畫科目名稱、補助事項或用途、補助對象、主辦機關、累計撥付金額、有無涉及財物或勞務採購、處理方式(如未涉及採購則毋須填列，如採公開招標，請填列得標廠商)、是否為除外規定之民間團體
"
241,桃園市道路挖掘資訊,380110000G 【工務局】,桃園市政府,工務局,"即時資料,視當時的筆數而定",,編號、鄉鎮市別、鄉道別、管理單位、管線單位、起、迄、工程名稱、工程地點
242,桃園市替代治療執行機構門診時間,380140000I 【衛生局】,桃園市政府,衛生局,,,桃園市替代治療執行機構門診時間
243,桃園市滅火器藥劑更換及充填合格廠商清冊,380320000A 【消防局】,桃園市政府,消防局,2,,廠商名稱、地址、電話、負責人、證書號碼、證書有效期限、執行業務範圍、備註
244,桃園市定量免疫法糞便潛血檢查醫療院所名單,380140000I 【衛生局】,桃園市政府,衛生局,,,編號、轄區、機構名稱、地址、電話
245,社福統計數據_桃園市特殊境遇家庭概況(105年第1、2季),380120000J 【社會局】,桃園市政府,社會局,,,"項目、特殊境遇家庭戶數、家長(申請人)統計分類（年齡、婚姻狀況、設籍狀況、工作狀況）、扶養子女人數分類(合計、男、女)、扶養孫子女人數分類(合計、男、女)
"
246,桃園市GMP動物用藥廠名冊,380270000G 【農業局】,桃園市政府,農業局,10,,藥廠名稱、地址、電話
247,桃園市政府都市發展局新訂行政規則,380360000G 【都市發展局】,桃園市政府,都市發展局,,,"項次	法規名稱
"
248,桃園市燃氣熱水器技術士清冊,380320000A 【消防局】,桃園市政府,消防局,,,承裝業名稱、營業場所地址、營業場所電話、負責人姓名、技術士姓名、技術士證號、技術士證生效日期、任職日期、最近一次受訓日期
249,桃園市103年採購案件,380110000G 【工務局】,桃園市政府,工務局,,,"機關名稱,招標單位,標案案號,標案名稱,決標方式,是否複數決標,開標時間,採購金額,預算金額,是否訂有底價,是否受機關補助,履約地點,是否屬優先採購身心障礙褔利機構產品或勞務,標的分類,招標方式,採購金額級距,洽辦機關名稱,限制性招標之依據法條,投標家數,決標品項數,決標品項名稱,決標日期,底價金額,總決標金額,廠商名稱,是否為得標廠商"
250,105年桃園市加水站業者名冊,380140000I 【衛生局】,桃園市政府,衛生局,321,,"編號,公司名稱,架設地址
"
251,桃園工廠排放即時監測數據,380150000I 【環境保護局】,桃園市政府,環保局,,,"Cno(中文廠名),DP_NO(煙囪編號),ITEM(中文測項),M_year(年),M_month(月),M_day(日),M_time(時),M_Val(測值),Code2(中文狀態)"
252,桃園市容積移轉執行成果統計(折繳代金),380360000G 【都市發展局】,桃園市政府,都市發展局,,,年度、案件數
253,桃園市總決算附屬單位決算及綜計表,380200000A 【主計處】,桃園市政府,主計處,,,機關(構)或基金名稱、收入總計、營業(業務)收入(基金來源)、營業(業務)外收入、支出總計、營業(業務)支出(基金用途)、營業(業務)外支出、所得稅費用、盈(賸)餘或盈虧損(短絀)
254,桃園市政府地方稅務局101年度歲出決算表,380260000D 【地方稅務局】,桃園市政府,地方稅務局,16,,"名稱,預算數,決算數_實現數,決算數_應付數,決算數_保留數,決算數_合 計,比較增減數,剔除經費繳庫數"
255,桃園市已登記祭祀公業法人名冊,380020000A 【民政局】,桃園市政府,民政局,162,,"家數、區、祭祀公業法人名稱、住址、設立許可日期
"
256,桃園市103年每月觀光遊憩區遊客人次資料,380300000H 【觀光旅遊局】,桃園市政府,觀光旅遊局,12,,觀光遊憩區別(風景遊樂區名稱)、門票收入(以新台幣為單位)、遊客人次(當月遊客人次)、上年同月份遊客人次(上年同月份遊客人次)、增減數(與上年同月份相比)、成長率（﹪）(與上年同月份相比)、備註(人次計算方式) 
257,桃園市政府家庭教育中心,380040000E 【教育局】,桃園市政府,教育局,,,家庭教育中心組織，執掌，地址，電話，傳真，網址及電子信箱帳號
258,桃園公共自行車即時服務資料,380290000H 【交通局】,桃園市政府,交通局,,,"""sno""：站點代號,""sna""：場站名稱(中文),""tot""：場站總停車格,""sbi""：場站目前車輛數量,""sarea""：場站區域(中文),""mday""：資料更新時間,""lat""：緯度,""lng""：經度,""ar""：地址(中文),""sareaen""：場站區域(英文),""snaen""：場站名稱(英文),""aren""：地址(英文),""bemp""：空站數量(可還車位數),""act""：全站禁用狀態(場站暫停營運)"
259,桃園市資料開放平台平均工作階段時間長度,380220000A 【研究發展考核委員會】,桃園市政府,研究發展考核委員會,399,,日索引、平均工作階段時間長度
260,桃園市政府促進青年參與多元文化補助作業要點,380420000A 【青年事務局】,桃園市政府,青年事務局,1,,"一、申辦年齡限制：15歲~35歲
二、設籍本市時間限制：無限制
三、身心障礙者：否
四、個人身份：無限制
五、開放申請期間：每年1月~11月底截止
六、其他限制：未申請本府其他專案經費補助
七、完整說明內容：
      (一)依法立案之本市各級人民團體及財團法人、本市各高中職及大專院校或設籍本市十五歲以上三十五歲以下之人為申請單位或申請人。
       (二)活動地區為本國，且具體呈現青年多元文化內容。
       (三)應於活動開始之二十日前申請。
       (四)申請補助金額不得超過總金額之百分之八十，自籌金額應占總金額之百分之二十。"
